polarity,text,Unnamed: 2
neg,grandad doe nt know mam ca nt stop cry ca nt occupy mind poor gran goodbye,
neg,watching buffy sob sad,
neg,responsible adult aw man know tyra feel,
neg,slept late go run morning,
neg,abbieleonaox liverpool nt get jealous going london thursdaiii,
neg,fed stir crazy bought lovely new clothes lst wk nt even got bag,
neg,bethanjenkins check pman kicking moldova hope people ok,
neg,mechamorgan save shekel weekend plus tonne work responsibility ruin everything,
neg,really wish could sleep,
neg,pyroroux mean,
neg,robertvrabel oh hope everything turn alright doe sound like easy fix,
neg,seem black top wtf,
neg,miss chai latte expresso house,
neg,suffered writer block entire day yesterday midnight idea started hitting havnt yet sleep,
neg,oh god,
neg,zzap mean someone quot finally quot love love long time,
neg,horrorhannah sound ace want go back uni,
neg,wow feel like crap,
neg,definately snowing outside,
neg,mummyofmany get another petition close nov type answer nt expect much,
neg,going dr anthony todayim sure news wont great icd ha gone numerous time,
neg,xbox died stress relief depressing middle moving new apartment ugh someone cheer,
neg,eye burning,
neg,sashasaliego pesticide trng region said would b le expensive sf would rather b sf tho,
neg,way sale training really nt wan na want learn afraid,
neg,aaamyzing well hate alabaster,
neg,mornin twitterlings tired nt want get bed must catch earlier train,
neg,stop making thing tired,
neg,ha swimming morning help back ache walked town hurt,
neg,woke freezing everything hurt good,
neg,,
neg,dreaded assignment,
neg,woke pile blanket nt want leave,
neg,lfctv buy foar russia hmv itunes sell russia,
neg,jmcesteves need something help transcribe several hour interview summer time,
neg,chainsawchelsea didnt know bag set wanted new chelsea dream,
neg,seeing cousin canada last time today go back sad time need cheering,
neg,mrflibble yeah sad time,
neg,aplusk apparently citizen brunei nt pay tax sadly way become citizen brunei born,
neg,cant find laptop thats reasonably priced ha good editing software may save month,
neg,trouble partitioning external hard drive cant get way want,
neg,raining,
neg,back world funeral wa sad,
neg,sarahnicholas poor asked pale pink streak came like ronald macdonald wore hat week horrible experience,
neg,gosh look like housebound next wee horrible,
neg,school whats snow,
neg,ringworm wan na chill,
neg,grrrrr snowing hate cold sure doesnt feel like spring,
neg,rainy day bad trying make hair look great,
neg,arrrrrrgh nt saved file,
neg,hr sleep function knee r weak really hope good plan,
neg,tweetdeck crashed nt think like vista,
neg,tiredofbeinsexy nt tweeted forever,
neg,tried land front flip could nt,
neg,ipathia totally adore cat male female recently lost kitten female disappeared wks,
neg,ca nt sleep close eye see work billion idea moving direction,
neg,kaustin awe double today thursday damnnn girl got ta love regal minimum wage pay,
neg,mileycyrus aww feel u u woke school hopefully meet u today hah lt,
neg,taids zb str atpaka beidz peds de uff fucking thing,
neg,mtrs pace harder mile,
neg,sazzle please dont good honest,
neg,im still waiting phone x,
neg,long live xbox red ring death ha finally overcome,
neg,showered packed hang boy breakfast departure nt wan na leave,
neg,woke hour later intended joy staying watch basketball game u team lost,
neg,esarakaitis link,
neg,aneeqah pleasure someone better come brownie joy ai nt going pigging vicariously,
neg,awake nt,
neg,loseitfatboy good yea issue last night way overloaded ca nt complain saw smoked camera,
neg,parra wa quick nt spend much time shopping came way westmead take parra nice,
neg,dropped long suffering ipod year original ipod mini gonner,
neg,nt sure much use blocked work,
neg,leawoodward quite possibly though cat slang phrase describe defiant behavior http bitlyfqi,
neg,finally home rawr much work,
neg,nothing tshirt,
neg,good moment email stop working,
neg,today wear ian hoodie tired allergy acting like musical,
neg,worst girlfriend universe,
neg,watched digital spy award diana vickers could one,
neg,stephenhynds everybody else hard part getting someone pay extra effort stuffing gac spbpuk,
neg,mighty mouse longer mighty getting strange oh apple whyyyy,
neg,ha finished work dae typing internet kiosk centralworld ca nt wait go home wed,
neg,bekibutton tough nt virtually picking people shaking get every penny v stressful,
neg,ha go work without ninja luke sad,
neg,johngreenaway fantastic hate timesheets forcing,
neg,rowandaze aw hon extra pixie dust,
neg,tv husband rick grimmy freshly squeezed week waaahhh hi guyzzzz,
neg,mileycyrus awe feel u woke school hopefully better rest day amp hope includes meeting u lol,
neg,good mornin every yall talked bout snow amp dreamt snowed lol disapptin woke go work,
neg,going lunch mum feel sick nt want eat,
neg,bobzilla planted another way potato think overdone time tell,
neg,feeling ill today,
neg,makethingstalk used love league back wa lad wigan wa pretty much compulsory wa forced play union,
neg,think chem applic test tomorrow going rape,
neg,srsly understood first time wa think answer second repeating lt english pissed,
neg,cleaning wishing could raise rest money need wedding dress,
neg,rosskie really sure,
neg,hate othello need language feature effect tomorrow,
neg,waiting work end wanting go see wife working day,
neg,damn tha last message didnt work,
neg,bethanie niiiiiiiiice give shot could find blueprint b,
neg,hate waking middle night reason,
neg,want sum food,
neg,anyone got tip sore throat swollen gland lemsip making ill,
neg,oh boy get got field tomorrow small plane fun,
neg,worrallo lucky gt gt got overslept hour,
neg,gabrielberlin thanks akaaki app iphone seems blocked french operator bouygues telecom work wifi,
neg,explain jazmine got http isgdrax http isgdrawm perhaps im elitist disappointing,
neg,found max headroom wa nt really cg latex amp foam prosthetic makeup fiberglass suit like jackelope,
neg,maeny hahah dropped elementary school ca nt move u without high school graduation german u,
neg,junlee harsh,
neg,nikki right innocentdrinks coca cola seem like polar opposite ethical term innocent become like sunny delight,
neg,thing know like back hand,
neg,mending banjaxed back watch daytime tv fun,
neg,oh babysitting love spring morning ca nt object,
neg,musicc lt confuseeed,
neg,got slight hangover,
neg,schofe dunno fern,
neg,deucewt got ta meet royal oak stylist show got show tonight man ima tired,
neg,sick stress gah need sleep fault,
neg,mattrs red yucky ordered blue one wa pretty theyr ever getting,
neg,blehhhhhhhhh way early feel like puking,
neg,ha lot shit catch,
neg,miraget laundry lame,
neg,mileycyrus wow early start havent even bed yet hope tummy feel better soon love aussie fan xxx,
neg,got zoo much work even funny,
neg,thing know like back hand,
neg,trying sort spazed hair,
neg,nt know show watch tonight love dancing star also love american idol,
neg,going watch tale black freighter followed go dentist productive day today,
neg,find picture fit image thing,
neg,waiting go work family sleeping fair,
neg,beforeyoufall ohonefourthree feel like shiiiit,
neg,frannym ai nt updating thats like somethin wrong whuts wrong,
neg,snow seriously,
neg,one teacher died yesterday,
neg,gatwick watch bst body hour behind pdt,
neg,near yet far,
neg,miss robee go sipalay,
neg,watching house need hug,
neg,kariajay wa school thought millionaire retire look today p,
neg,godfreygda yup exam coursework kmftplus pratical nxt mtnh woz ur driving lesson knocked pigeon p,
neg,way work,
neg,cuzza sound almost good nandos related nandos increased price,
neg,urrrr waking right instead going bed much brain,
neg,opportunity ha given wait see happens past experience looking good,
neg,jessicastrust sorry run milk,
neg,jacvanek superpupermegaovermodel sorry idk precisely thank adding myspace p,
neg,colinlefevre still never done brick tour,
neg,heeeby jebus im twitter oddly one else know seems lil pointless,
neg,search chametz finished last bread meal tomorrow morning,
neg,angeluserro lol yeah ok think dog scratched eye like actual eye ball everything blurry right eye,
neg,hate work havent done much today im trying artist block cant draw,
neg,got home training ate dinner complete assignment,
neg,tell get spotify ireland luck poxy proxy far,
neg,clarissa deleting facebook account,
neg,much today hand coursework pack tidy wost work shift work seven shattering,
neg,brypie wish lol like friend request rest pure junk,
neg,miss angiii miss talking love angiii,
neg,feeling hot today,
neg,stephenfry thanks quot love quot stuck head love baby nt hurt nt hurt,
neg,next u airing mon apr asdfasdfasdf nt wan na wait long,
neg,hungry lunch refrigirator home,
neg,juliemoore bad mood knackered generally feel like sht stayed bed,
neg,goign scholl baghhh im tire woke early fell asleep sick,
neg,sleeping problem four morning dying drink,
neg,dairy milk white chocolate button actually exist one london eaten,
neg,cosmopolitanuk tried kschocolat dipping easter egg http isgdrazl best though,
neg,omg wa horrible oral right oral june,
neg,belikejoshx hurt like mother fucker,
neg,stomach ache,
neg,hour school afternoon,
neg,sunny hot day beautiful feel bored,
neg,hate spot http plurkcompnzp,
neg,theblondetheory,
neg,girl dream got best,
neg,rich sin,
neg,samscam think must thing thought wa cold first turned bit nasty,
neg,hate see parent cry kid move make think parent felt st time moved,
neg,geteasypeasy easy peasy better ubuntueee,
neg,end college road trip always make cry sad,
neg,new kate moss topshop collection ha gagging summer still wearing winter coat still way go yet,
neg,quot birthday cry want quot,
neg,washing dish boohoo,
neg,lost proximus online sitemaze eservices myproximus way send email support proximus squatter,
neg,motorbike insurance get darned expensive riding year,
neg,didnt stretch oztag game im hurting,
neg,twitter wa really messed last night,
neg,danlesserinc yes yall gday well smile,
neg,cold morning april houston,
neg,orangy hope thing nt lost somewhere,
neg,eww snow,
neg,danraine sorry hear dreaded dentist,
neg,stephenfry missed hehe glad home stephen,
neg,aliipattz looking good friday cheque didnt come today either ill speak mum get though x,
neg,marieluv still terrible unfortunately thing happen hope friend wa nt upset conned like,
neg,tired room chilling fun,
neg,time watching still nt really like th harry potter movie sad actually love book though,
neg,totally wondering real vanessa hudgens one following glory sux,
neg,time gett dog wett shity day,
neg,oh scheisse ashley simpson going melrose place wa content ignoring existance amp marriage pete grr,
neg,yuck earliest ive awhile fun,
